"id","category","label","text"
1020,"genomics","Genomics and molecular biology","Understanding CRISPR perturbation screens remains challenging. Using high-throughput sequencing, we analyse pathway enrichment and observe that the model implicates specific pathways in progression, motivating further work in developmental biology. We further discuss cell-type identity and its connection to single-cell transcriptomes."
1021,"genomics","Genomics and molecular biology","This paper investigates CRISPR perturbation screens. Building on genome-wide association mapping, we quantify pathway enrichment and find that the method uncovers coordinated transcriptional programmes. Our findings inform precision oncology."
1022,"number_theory","Number theory and combinatorics","We present a framework for studying additive combinatorics based on Galois representations. Focusing on special L-values, we demonstrate that it proves a conjecture in a wide range of cases, with applications to arithmetic statistics."
1023,"genomics","Genomics and molecular biology","We revisit the tumour microenvironment through the lens of lineage tracing. Studying clonal architecture, we show that the approach resolves heterogeneity within tumour samples, which is relevant for developmental biology."
1024,"climate","Climate and atmospheric science","We study Arctic sea-ice decline using coupled climate model ensembles. We measure surface temperature trends and show that our approach reveals strong regional heterogeneity. These results have implications for seasonal forecasting."
1025,"cosmology","Cosmology and astrophysics","We present a framework for studying the cosmic microwave background based on Markov chain Monte Carlo sampling. Focusing on primordial non-Gaussianity, we demonstrate that it is consistent with the LambdaCDM concordance model, with applications to next-generation redshift surveys."
1026,"climate","Climate and atmospheric science","We present a framework for studying the global carbon cycle based on satellite remote sensing. Focusing on climate sensitivity, we demonstrate that it highlights nonlinear feedback processes, with applications to carbon-budget accounting."
1027,"condensed_matter","Condensed matter and quantum materials","We study quantum spin liquids using angle-resolved photoemission spectroscopy. We measure the electronic band structure and show that our approach exhibits emergent fractionalized excitations. These results have implications for low-power electronics."
1028,"cryptography","Cryptography and security","This paper investigates homomorphic encryption. Building on differential power analysis, we quantify proof size and find that the method achieves provable security under standard assumptions. Our findings inform secure messaging."
1029,"climate","Climate and atmospheric science","We revisit ocean heat uptake through the lens of paleoclimate proxy reconstruction. Studying surface temperature trends, we show that the approach highlights nonlinear feedback processes, which is relevant for seasonal forecasting."
1030,"cosmology","Cosmology and astrophysics","We present a framework for studying baryon acoustic oscillations based on N-body simulations. Focusing on primordial non-Gaussianity, we demonstrate that it is consistent with the LambdaCDM concordance model, with applications to cosmological forecasting. We further discuss the matter power spectrum and its connection to the cosmic microwave background."
1031,"climate","Climate and atmospheric science","Understanding the monsoon system remains challenging. Using coupled climate model ensembles, we analyse the hydrological cycle and observe that the model reveals strong regional heterogeneity, motivating further work in seasonal forecasting."
1032,"cryptography","Cryptography and security","This paper investigates lattice-based signatures. Building on provable-security proofs, we quantify the attack surface and find that the method reduces communication overhead substantially. Our findings inform secure messaging. We further discuss ciphertext expansion and its connection to homomorphic encryption."
1033,"cosmology","Cosmology and astrophysics","We revisit the cosmic microwave background through the lens of cross-correlation analysis. Studying the Hubble constant, we show that the approach is consistent with the LambdaCDM concordance model, which is relevant for next-generation redshift surveys."
1034,"epidemiology","Epidemiology and public health","We present a framework for studying mental-health service use based on Bayesian hierarchical models. Focusing on healthcare utilization, we demonstrate that it quantifies the impact of policy changes on outcomes, with applications to equity-focused screening."
1035,"cryptography","Cryptography and security","We revisit secure multiparty computation through the lens of constant-time implementation. Studying the soundness error, we show that the approach achieves provable security under standard assumptions, which is relevant for secure messaging. We further discuss the security parameter and its connection to blockchain consensus protocols."
1036,"condensed_matter","Condensed matter and quantum materials","Understanding moire superlattices remains challenging. Using density functional theory, we analyse the phase diagram and observe that the model reveals an unconventional pairing symmetry, motivating further work in spintronic devices."
1037,"climate","Climate and atmospheric science","Understanding regional precipitation extremes remains challenging. Using detection-and-attribution analysis, we analyse climate sensitivity and observe that the model reveals strong regional heterogeneity, motivating further work in seasonal forecasting."
1038,"cryptography","Cryptography and security","Understanding post-quantum key exchange remains challenging. Using differential power analysis, we analyse the attack surface and observe that the model achieves provable security under standard assumptions, motivating further work in secure messaging."
1039,"genomics","Genomics and molecular biology","Motivated by open questions in chromatin accessibility, we apply differential expression analysis to characterize regulatory element activity. The results show that our method identifies previously uncharacterized cell states, advancing precision oncology."
1040,"condensed_matter","Condensed matter and quantum materials","We present a framework for studying the fractional quantum Hall effect based on density functional theory. Focusing on the electronic band structure, we demonstrate that it exhibits emergent fractionalized excitations, with applications to quantum computing platforms."
1041,"genomics","Genomics and molecular biology","We revisit CRISPR perturbation screens through the lens of spatial transcriptomics. Studying pathway enrichment, we show that the approach implicates specific pathways in progression, which is relevant for developmental biology. We further discuss cell-type identity and its connection to protein-coding variants."
1042,"epidemiology","Epidemiology and public health","We revisit infectious-disease transmission through the lens of survival analysis. Studying case-fatality ratios, we show that the approach reveals persistent socioeconomic disparities, which is relevant for resource allocation."
1043,"epidemiology","Epidemiology and public health","We present a framework for studying health inequalities based on compartmental transmission models. Focusing on healthcare utilization, we demonstrate that it identifies groups at elevated risk, with applications to health-policy evaluation. We further discuss years of life lost and its connection to maternal health outcomes."
1044,"deep_learning","Deep learning","Motivated by open questions in attention mechanisms, we apply mixed-precision training to characterize sample efficiency. The results show that our method narrows the gap to fully supervised models, advancing tabular prediction."
1045,"climate","Climate and atmospheric science","We present a framework for studying greenhouse-gas forcing based on coupled climate model ensembles. Focusing on climate sensitivity, we demonstrate that it highlights nonlinear feedback processes, with applications to climate adaptation planning. We further discuss climate sensitivity and its connection to atmospheric aerosols."
1046,"cryptography","Cryptography and security","Understanding post-quantum key exchange remains challenging. Using provable-security proofs, we analyse the soundness error and observe that the model resists known quantum and classical attacks, motivating further work in financial infrastructure. We further discuss the security parameter and its connection to side-channel attacks."
1047,"number_theory","Number theory and combinatorics","Motivated by open questions in additive combinatorics, we apply Galois representations to characterize class numbers. The results show that our method reveals an unexpected connection to modular forms, advancing cryptographic hardness."
1048,"epidemiology","Epidemiology and public health","We present a framework for studying vaccine effectiveness based on propensity-score matching. Focusing on the cost-effectiveness ratio, we demonstrate that it supports the cost-effectiveness of early screening, with applications to outbreak response."
1049,"genomics","Genomics and molecular biology","This paper investigates single-cell transcriptomes. Building on variant calling pipelines, we quantify mutational burden and find that the method implicates specific pathways in progression. Our findings inform immunotherapy design."
1050,"cosmology","Cosmology and astrophysics","This paper investigates gravitational lensing. Building on weak-lensing tomography, we quantify cluster mass functions and find that the method constrains the sum of neutrino masses. Our findings inform tests of general relativity. We further discuss the dark energy equation of state and its connection to the cosmic microwave background."
1051,"climate","Climate and atmospheric science","We study Arctic sea-ice decline using downscaling techniques. We measure surface temperature trends and show that our approach reduces uncertainty in projected sea-level rise. These results have implications for seasonal forecasting. We further discuss extreme-event frequency and its connection to ocean heat uptake."
1052,"climate","Climate and atmospheric science","We study Arctic sea-ice decline using reanalysis data assimilation. We measure sea-level rise and show that our approach attributes recent extremes to anthropogenic forcing. These results have implications for carbon-budget accounting. We further discuss extreme-event frequency and its connection to atmospheric aerosols."
1053,"number_theory","Number theory and combinatorics","We study L-functions using analytic estimates. We measure additive energy and show that our approach establishes an asymptotic formula under mild hypotheses. These results have implications for arithmetic statistics."
1054,"cosmology","Cosmology and astrophysics","We study type Ia supernovae using weak-lensing tomography. We measure the dark energy equation of state and show that our approach reveals a mild tension with local measurements. These results have implications for next-generation redshift surveys. We further discuss the dark energy equation of state and its connection to dark matter halos."
1055,"epidemiology","Epidemiology and public health","We present a framework for studying population screening programmes based on instrumental-variable estimation. Focusing on case-fatality ratios, we demonstrate that it estimates substantial averted mortality from intervention, with applications to health-policy evaluation."
1056,"number_theory","Number theory and combinatorics","Motivated by open questions in elliptic curves over number fields, we apply spectral methods to characterize rational points. The results show that our method resolves a special case of a long-standing problem, advancing cryptographic hardness. We further discuss special L-values and its connection to modular forms."
1057,"condensed_matter","Condensed matter and quantum materials","We study high-temperature superconductors using quantum Monte Carlo. We measure the phase diagram and show that our approach hosts robust topologically protected edge states. These results have implications for low-power electronics."
1058,"climate","Climate and atmospheric science","We present a framework for studying regional precipitation extremes based on detection-and-attribution analysis. Focusing on the hydrological cycle, we demonstrate that it reduces uncertainty in projected sea-level rise, with applications to seasonal forecasting."
1059,"climate","Climate and atmospheric science","Motivated by open questions in greenhouse-gas forcing, we apply satellite remote sensing to characterize climate sensitivity. The results show that our method reveals strong regional heterogeneity, advancing climate adaptation planning."
1060,"climate","Climate and atmospheric science","Understanding Arctic sea-ice decline remains challenging. Using satellite remote sensing, we analyse surface temperature trends and observe that the model highlights nonlinear feedback processes, motivating further work in flood-risk assessment. We further discuss the hydrological cycle and its connection to atmospheric aerosols."
1061,"condensed_matter","Condensed matter and quantum materials","Understanding correlated electron systems remains challenging. Using transport measurements, we analyse spin correlations and observe that the model exhibits emergent fractionalized excitations, motivating further work in spintronic devices. We further discuss the phase diagram and its connection to high-temperature superconductors."
1062,"epidemiology","Epidemiology and public health","We study mental-health service use using cohort studies. We measure case-fatality ratios and show that our approach quantifies the impact of policy changes on outcomes. These results have implications for health-policy evaluation."
1063,"epidemiology","Epidemiology and public health","This paper investigates the burden of chronic disease. Building on difference-in-differences designs, we quantify case-fatality ratios and find that the method estimates substantial averted mortality from intervention. Our findings inform resource allocation. We further discuss the cost-effectiveness ratio and its connection to population screening programmes."
1064,"genomics","Genomics and molecular biology","We revisit chromatin accessibility through the lens of lineage tracing. Studying clonal architecture, we show that the approach links regulatory variants to disease risk, which is relevant for developmental biology. We further discuss mutational burden and its connection to epigenetic modifications."
1065,"condensed_matter","Condensed matter and quantum materials","We revisit topological insulators through the lens of transport measurements. Studying the phase diagram, we show that the approach supports a nontrivial band topology, which is relevant for low-power electronics. We further discuss spin correlations and its connection to moire superlattices."
1066,"epidemiology","Epidemiology and public health","Motivated by open questions in the burden of chronic disease, we apply compartmental transmission models to characterize the basic reproduction number. The results show that our method quantifies the impact of policy changes on outcomes, advancing outbreak response."
1067,"epidemiology","Epidemiology and public health","Motivated by open questions in health inequalities, we apply Bayesian hierarchical models to characterize incidence rates. The results show that our method reveals persistent socioeconomic disparities, advancing health-policy evaluation. We further discuss the cost-effectiveness ratio and its connection to infectious-disease transmission."
1068,"climate","Climate and atmospheric science","Understanding the global carbon cycle remains challenging. Using coupled climate model ensembles, we analyse extreme-event frequency and observe that the model reveals strong regional heterogeneity, motivating further work in carbon-budget accounting."
1069,"deep_learning","Deep learning","We revisit attention mechanisms through the lens of mixed-precision training. Studying generalization gap, we show that the approach improves robustness to distribution shift, which is relevant for speech processing."
1070,"climate","Climate and atmospheric science","This paper investigates land-surface feedbacks. Building on reanalysis data assimilation, we quantify radiative forcing and find that the method highlights nonlinear feedback processes. Our findings inform climate adaptation planning."
1071,"genomics","Genomics and molecular biology","Understanding epigenetic modifications remains challenging. Using spatial transcriptomics, we analyse allele-specific expression and observe that the model uncovers coordinated transcriptional programmes, motivating further work in developmental biology. We further discuss regulatory element activity and its connection to gene regulatory networks."
1072,"climate","Climate and atmospheric science","We present a framework for studying ocean heat uptake based on coupled climate model ensembles. Focusing on radiative forcing, we demonstrate that it indicates an accelerating warming trend, with applications to climate adaptation planning."
1073,"number_theory","Number theory and combinatorics","We present a framework for studying the distribution of prime numbers based on analytic estimates. Focusing on additive energy, we demonstrate that it proves a conjecture in a wide range of cases, with applications to coding theory."
1074,"cosmology","Cosmology and astrophysics","We present a framework for studying the expansion history based on photometric redshift estimation. Focusing on the matter power spectrum, we demonstrate that it favours a nearly scale-invariant spectrum, with applications to cosmological forecasting."
1075,"epidemiology","Epidemiology and public health","Motivated by open questions in mental-health service use, we apply cohort studies to characterize incidence rates. The results show that our method identifies groups at elevated risk, advancing outbreak response. We further discuss healthcare utilization and its connection to maternal health outcomes."
1076,"cryptography","Cryptography and security","Motivated by open questions in side-channel attacks, we apply formal protocol verification to characterize the security parameter. The results show that our method improves the efficiency of the verifier, advancing digital identity. We further discuss proof size and its connection to lattice-based signatures."
1077,"climate","Climate and atmospheric science","We study the monsoon system using downscaling techniques. We measure radiative forcing and show that our approach attributes recent extremes to anthropogenic forcing. These results have implications for flood-risk assessment."
1078,"cosmology","Cosmology and astrophysics","We study galaxy clustering using photometric redshift estimation. We measure primordial non-Gaussianity and show that our approach constrains the sum of neutrino masses. These results have implications for tests of general relativity."
1079,"epidemiology","Epidemiology and public health","Understanding antimicrobial resistance remains challenging. Using cohort studies, we analyse incidence rates and observe that the model supports the cost-effectiveness of early screening, motivating further work in health-policy evaluation."
1080,"cosmology","Cosmology and astrophysics","We study galaxy clustering using spectroscopic surveys. We measure the growth rate of structure and show that our approach is consistent with the LambdaCDM concordance model. These results have implications for next-generation redshift surveys. We further discuss the Hubble constant and its connection to the expansion history."
1081,"epidemiology","Epidemiology and public health","We revisit infectious-disease transmission through the lens of survival analysis. Studying incidence rates, we show that the approach identifies groups at elevated risk, which is relevant for outbreak response."
1082,"deep_learning","Deep learning","We study self-supervised representation learning using adversarial fine-tuning. We measure classification accuracy and show that our approach outperforms strong baselines on standard benchmarks. These results have implications for tabular prediction."
1083,"cryptography","Cryptography and security","We present a framework for studying post-quantum key exchange based on reductions to hard lattice problems. Focusing on key-exchange latency, we demonstrate that it achieves provable security under standard assumptions, with applications to secure messaging. We further discuss key-exchange latency and its connection to post-quantum key exchange."
1084,"cosmology","Cosmology and astrophysics","Understanding type Ia supernovae remains challenging. Using weak-lensing tomography, we analyse the dark energy equation of state and observe that the model constrains the sum of neutrino masses, motivating further work in cosmological forecasting. We further discuss the matter power spectrum and its connection to baryon acoustic oscillations."
1085,"genomics","Genomics and molecular biology","We present a framework for studying chromatin accessibility based on lineage tracing. Focusing on cell-type identity, we demonstrate that it links regulatory variants to disease risk, with applications to immunotherapy design. We further discuss regulatory element activity and its connection to chromatin accessibility."
1086,"epidemiology","Epidemiology and public health","Understanding vaccine effectiveness remains challenging. Using instrumental-variable estimation, we analyse healthcare utilization and observe that the model identifies groups at elevated risk, motivating further work in health-policy evaluation."
1087,"deep_learning","Deep learning","We revisit graph neural networks through the lens of mixed-precision training. Studying generalization gap, we show that the approach improves robustness to distribution shift, which is relevant for image recognition. We further discuss generalization gap and its connection to deep neural networks."
1088,"epidemiology","Epidemiology and public health","This paper investigates the burden of chronic disease. Building on difference-in-differences designs, we quantify incidence rates and find that the method identifies groups at elevated risk. Our findings inform resource allocation."
1089,"number_theory","Number theory and combinatorics","Understanding random matrix analogies remains challenging. Using analytic estimates, we analyse prime gaps and observe that the model improves the best known bound, motivating further work in coding theory."
1090,"epidemiology","Epidemiology and public health","We revisit health inequalities through the lens of compartmental transmission models. Studying years of life lost, we show that the approach reveals persistent socioeconomic disparities, which is relevant for outbreak response."
1091,"climate","Climate and atmospheric science","Understanding ocean heat uptake remains challenging. Using satellite remote sensing, we analyse radiative forcing and observe that the model indicates an accelerating warming trend, motivating further work in climate adaptation planning."
1092,"genomics","Genomics and molecular biology","Motivated by open questions in RNA splicing patterns, we apply genome-wide association mapping to characterize clonal architecture. The results show that our method links regulatory variants to disease risk, advancing precision oncology."
1093,"cosmology","Cosmology and astrophysics","Motivated by open questions in galaxy clustering, we apply photometric redshift estimation to characterize primordial non-Gaussianity. The results show that our method reveals a mild tension with local measurements, advancing tests of general relativity."
1094,"condensed_matter","Condensed matter and quantum materials","We study correlated electron systems using the tensor-network renormalization group. We measure the phase diagram and show that our approach supports a nontrivial band topology. These results have implications for low-power electronics."
1095,"genomics","Genomics and molecular biology","We revisit CRISPR perturbation screens through the lens of differential expression analysis. Studying clonal architecture, we show that the approach uncovers coordinated transcriptional programmes, which is relevant for rare-disease diagnosis."
1096,"number_theory","Number theory and combinatorics","Understanding random matrix analogies remains challenging. Using Galois representations, we analyse rational points and observe that the model reveals an unexpected connection to modular forms, motivating further work in arithmetic statistics."
1097,"genomics","Genomics and molecular biology","Motivated by open questions in protein-coding variants, we apply spatial transcriptomics to characterize mutational burden. The results show that our method uncovers coordinated transcriptional programmes, advancing precision oncology."
1098,"deep_learning","Deep learning","We present a framework for studying recurrent sequence models based on adversarial fine-tuning. Focusing on representation quality, we demonstrate that it reduces the number of labelled examples required, with applications to autonomous perception."
1099,"number_theory","Number theory and combinatorics","We present a framework for studying additive combinatorics based on analytic estimates. Focusing on rational points, we demonstrate that it improves the best known bound, with applications to computational number theory."
1100,"genomics","Genomics and molecular biology","Motivated by open questions in the tumour microenvironment, we apply spatial transcriptomics to characterize cell-type identity. The results show that our method uncovers coordinated transcriptional programmes, advancing developmental biology."
1101,"number_theory","Number theory and combinatorics","This paper investigates Diophantine equations. Building on Galois representations, we quantify the rank of the group and find that the method establishes an asymptotic formula under mild hypotheses. Our findings inform coding theory. We further discuss special L-values and its connection to elliptic curves over number fields."
1102,"cosmology","Cosmology and astrophysics","Understanding large-scale structure formation remains challenging. Using Markov chain Monte Carlo sampling, we analyse the dark energy equation of state and observe that the model is consistent with the LambdaCDM concordance model, motivating further work in cosmological forecasting."
1103,"climate","Climate and atmospheric science","We study ocean heat uptake using detection-and-attribution analysis. We measure sea-level rise and show that our approach reveals strong regional heterogeneity. These results have implications for climate adaptation planning."
1104,"condensed_matter","Condensed matter and quantum materials","We study quantum spin liquids using the tensor-network renormalization group. We measure the superconducting gap and show that our approach displays a tunable metal-insulator transition. These results have implications for low-power electronics."
1105,"genomics","Genomics and molecular biology","Motivated by open questions in epigenetic modifications, we apply lineage tracing to characterize pathway enrichment. The results show that our method links regulatory variants to disease risk, advancing precision oncology. We further discuss regulatory element activity and its connection to epigenetic modifications."
1106,"cryptography","Cryptography and security","This paper investigates side-channel attacks. Building on differential power analysis, we quantify the attack surface and find that the method closes a previously overlooked side channel. Our findings inform privacy-preserving analytics."
1107,"epidemiology","Epidemiology and public health","We study mental-health service use using compartmental transmission models. We measure years of life lost and show that our approach supports the cost-effectiveness of early screening. These results have implications for outbreak response. We further discuss the basic reproduction number and its connection to mental-health service use."
1108,"climate","Climate and atmospheric science","We revisit the global carbon cycle through the lens of detection-and-attribution analysis. Studying radiative forcing, we show that the approach attributes recent extremes to anthropogenic forcing, which is relevant for flood-risk assessment."
1109,"climate","Climate and atmospheric science","We present a framework for studying ocean heat uptake based on paleoclimate proxy reconstruction. Focusing on climate sensitivity, we demonstrate that it reveals strong regional heterogeneity, with applications to carbon-budget accounting."
1110,"cosmology","Cosmology and astrophysics","We revisit large-scale structure formation through the lens of photometric redshift estimation. Studying primordial non-Gaussianity, we show that the approach tightens constraints on cosmological parameters, which is relevant for dark-sector physics."
1111,"genomics","Genomics and molecular biology","Understanding epigenetic modifications remains challenging. Using mass spectrometry, we analyse mutational burden and observe that the model links regulatory variants to disease risk, motivating further work in rare-disease diagnosis. We further discuss clonal architecture and its connection to CRISPR perturbation screens."
1112,"cosmology","Cosmology and astrophysics","We present a framework for studying the cosmic microwave background based on spectroscopic surveys. Focusing on the growth rate of structure, we demonstrate that it constrains the sum of neutrino masses, with applications to next-generation redshift surveys."
1113,"cosmology","Cosmology and astrophysics","Understanding type Ia supernovae remains challenging. Using spectroscopic surveys, we analyse the dark energy equation of state and observe that the model constrains the sum of neutrino masses, motivating further work in next-generation redshift surveys. We further discuss the matter power spectrum and its connection to dark matter halos."
1114,"number_theory","Number theory and combinatorics","We revisit additive combinatorics through the lens of spectral methods. Studying rational points, we show that the approach reveals an unexpected connection to modular forms, which is relevant for computational number theory."
1115,"cryptography","Cryptography and security","Motivated by open questions in authenticated encryption, we apply the random-oracle model to characterize the attack surface. The results show that our method achieves provable security under standard assumptions, advancing secure messaging. We further discuss the security parameter and its connection to blockchain consensus protocols."
1116,"deep_learning","Deep learning","Motivated by open questions in generative diffusion models, we apply contrastive pre-training to characterize generalization gap. The results show that our method narrows the gap to fully supervised models, advancing autonomous perception."
1117,"climate","Climate and atmospheric science","Motivated by open questions in Arctic sea-ice decline, we apply reanalysis data assimilation to characterize surface temperature trends. The results show that our method attributes recent extremes to anthropogenic forcing, advancing flood-risk assessment."
1118,"deep_learning","Deep learning","This paper investigates convolutional models. Building on mixed-precision training, we quantify generalization gap and find that the method narrows the gap to fully supervised models. Our findings inform autonomous perception."
1119,"condensed_matter","Condensed matter and quantum materials","We revisit quantum spin liquids through the lens of neutron scattering. Studying the Berry curvature, we show that the approach supports a nontrivial band topology, which is relevant for spintronic devices. We further discuss quasiparticle interference and its connection to two-dimensional materials."
1120,"number_theory","Number theory and combinatorics","This paper investigates the distribution of prime numbers. Building on Galois representations, we quantify special L-values and find that the method establishes an asymptotic formula under mild hypotheses. Our findings inform arithmetic statistics."
1121,"genomics","Genomics and molecular biology","We present a framework for studying chromatin accessibility based on spatial transcriptomics. Focusing on allele-specific expression, we demonstrate that it resolves heterogeneity within tumour samples, with applications to developmental biology."
1122,"deep_learning","Deep learning","This paper investigates recurrent sequence models. Building on parameter-efficient adapters, we quantify sample efficiency and find that the method narrows the gap to fully supervised models. Our findings inform speech processing."
1123,"number_theory","Number theory and combinatorics","This paper investigates sieve methods. Building on the large sieve, we quantify additive energy and find that the method reveals an unexpected connection to modular forms. Our findings inform coding theory. We further discuss additive energy and its connection to sieve methods."
1124,"climate","Climate and atmospheric science","Understanding greenhouse-gas forcing remains challenging. Using downscaling techniques, we analyse sea-level rise and observe that the model reduces uncertainty in projected sea-level rise, motivating further work in carbon-budget accounting. We further discuss extreme-event frequency and its connection to the global carbon cycle."
1125,"genomics","Genomics and molecular biology","We study protein-coding variants using mass spectrometry. We measure cell-type identity and show that our approach links regulatory variants to disease risk. These results have implications for rare-disease diagnosis."
1126,"epidemiology","Epidemiology and public health","Understanding vaccine effectiveness remains challenging. Using instrumental-variable estimation, we analyse case-fatality ratios and observe that the model estimates substantial averted mortality from intervention, motivating further work in equity-focused screening. We further discuss the cost-effectiveness ratio and its connection to antimicrobial resistance."
1127,"cryptography","Cryptography and security","We present a framework for studying zero-knowledge proof systems based on the random-oracle model. Focusing on the soundness error, we demonstrate that it improves the efficiency of the verifier, with applications to secure messaging."
1128,"condensed_matter","Condensed matter and quantum materials","This paper investigates quantum spin liquids. Building on quantum Monte Carlo, we quantify the Berry curvature and find that the method reveals an unconventional pairing symmetry. Our findings inform spintronic devices. We further discuss the Berry curvature and its connection to magnetic skyrmions."
1129,"number_theory","Number theory and combinatorics","This paper investigates additive combinatorics. Building on algebraic geometry techniques, we quantify class numbers and find that the method establishes an asymptotic formula under mild hypotheses. Our findings inform computational number theory."
1130,"deep_learning","Deep learning","Understanding graph neural networks remains challenging. Using parameter-efficient adapters, we analyse sample efficiency and observe that the model narrows the gap to fully supervised models, motivating further work in speech processing. We further discuss calibration error and its connection to attention mechanisms."
1131,"cosmology","Cosmology and astrophysics","We present a framework for studying galaxy clustering based on photometric redshift estimation. Focusing on primordial non-Gaussianity, we demonstrate that it tightens constraints on cosmological parameters, with applications to cosmological forecasting."
1132,"cryptography","Cryptography and security","Motivated by open questions in zero-knowledge proof systems, we apply reductions to hard lattice problems to characterize the soundness error. The results show that our method achieves provable security under standard assumptions, advancing secure messaging."
1133,"genomics","Genomics and molecular biology","Understanding chromatin accessibility remains challenging. Using differential expression analysis, we analyse mutational burden and observe that the model implicates specific pathways in progression, motivating further work in precision oncology."
1134,"condensed_matter","Condensed matter and quantum materials","We revisit two-dimensional materials through the lens of angle-resolved photoemission spectroscopy. Studying the electronic band structure, we show that the approach hosts robust topologically protected edge states, which is relevant for low-power electronics. We further discuss the phase diagram and its connection to two-dimensional materials."
1135,"genomics","Genomics and molecular biology","Motivated by open questions in single-cell transcriptomes, we apply genome-wide association mapping to characterize clonal architecture. The results show that our method identifies previously uncharacterized cell states, advancing immunotherapy design."
1136,"climate","Climate and atmospheric science","We revisit the global carbon cycle through the lens of downscaling techniques. Studying climate sensitivity, we show that the approach highlights nonlinear feedback processes, which is relevant for carbon-budget accounting. We further discuss surface temperature trends and its connection to regional precipitation extremes."
1137,"cosmology","Cosmology and astrophysics","We study the expansion history using cross-correlation analysis. We measure the Hubble constant and show that our approach constrains the sum of neutrino masses. These results have implications for tests of general relativity. We further discuss the Hubble constant and its connection to the expansion history."
1138,"number_theory","Number theory and combinatorics","Motivated by open questions in the distribution of prime numbers, we apply the large sieve to characterize class numbers. The results show that our method reveals an unexpected connection to modular forms, advancing cryptographic hardness. We further discuss the rank of the group and its connection to additive combinatorics."
1139,"deep_learning","Deep learning","We study convolutional models using knowledge distillation. We measure generalization gap and show that our approach outperforms strong baselines on standard benchmarks. These results have implications for autonomous perception."
1140,"epidemiology","Epidemiology and public health","Motivated by open questions in health inequalities, we apply survival analysis to characterize healthcare utilization. The results show that our method identifies groups at elevated risk, advancing equity-focused screening."
1141,"number_theory","Number theory and combinatorics","We study the distribution of prime numbers using probabilistic combinatorics. We measure additive energy and show that our approach proves a conjecture in a wide range of cases. These results have implications for coding theory. We further discuss prime gaps and its connection to modular forms."
1142,"condensed_matter","Condensed matter and quantum materials","We present a framework for studying correlated electron systems based on scanning tunnelling microscopy. Focusing on the Berry curvature, we demonstrate that it reveals an unconventional pairing symmetry, with applications to spintronic devices. We further discuss the phase diagram and its connection to high-temperature superconductors."
1143,"climate","Climate and atmospheric science","This paper investigates the monsoon system. Building on satellite remote sensing, we quantify surface temperature trends and find that the method indicates an accelerating warming trend. Our findings inform carbon-budget accounting."
1144,"number_theory","Number theory and combinatorics","Understanding elliptic curves over number fields remains challenging. Using the circle method, we analyse special L-values and observe that the model proves a conjecture in a wide range of cases, motivating further work in arithmetic statistics. We further discuss the rank of the group and its connection to additive combinatorics."
1145,"climate","Climate and atmospheric science","We present a framework for studying Arctic sea-ice decline based on detection-and-attribution analysis. Focusing on the hydrological cycle, we demonstrate that it reduces uncertainty in projected sea-level rise, with applications to carbon-budget accounting."
1146,"condensed_matter","Condensed matter and quantum materials","We study moire superlattices using the tensor-network renormalization group. We measure spin correlations and show that our approach displays a tunable metal-insulator transition. These results have implications for low-power electronics. We further discuss the phase diagram and its connection to magnetic skyrmions."
1147,"deep_learning","Deep learning","This paper investigates transformer architectures. Building on knowledge distillation, we quantify generalization gap and find that the method outperforms strong baselines on standard benchmarks. Our findings inform tabular prediction."
1148,"number_theory","Number theory and combinatorics","We revisit random matrix analogies through the lens of spectral methods. Studying additive energy, we show that the approach reveals an unexpected connection to modular forms, which is relevant for computational number theory."
1149,"epidemiology","Epidemiology and public health","Motivated by open questions in mental-health service use, we apply propensity-score matching to characterize incidence rates. The results show that our method identifies groups at elevated risk, advancing resource allocation."
1150,"climate","Climate and atmospheric science","This paper investigates greenhouse-gas forcing. Building on reanalysis data assimilation, we quantify surface temperature trends and find that the method reduces uncertainty in projected sea-level rise. Our findings inform climate adaptation planning. We further discuss sea-level rise and its connection to the monsoon system."
1151,"epidemiology","Epidemiology and public health","This paper investigates health inequalities. Building on compartmental transmission models, we quantify years of life lost and find that the method quantifies the impact of policy changes on outcomes. Our findings inform outbreak response."
1152,"number_theory","Number theory and combinatorics","Motivated by open questions in modular forms, we apply spectral methods to characterize additive energy. The results show that our method proves a conjecture in a wide range of cases, advancing coding theory. We further discuss class numbers and its connection to sieve methods."
1153,"cosmology","Cosmology and astrophysics","This paper investigates the cosmic microwave background. Building on weak-lensing tomography, we quantify the growth rate of structure and find that the method favours a nearly scale-invariant spectrum. Our findings inform tests of general relativity. We further discuss the matter power spectrum and its connection to baryon acoustic oscillations."
1154,"cryptography","Cryptography and security","We revisit zero-knowledge proof systems through the lens of reductions to hard lattice problems. Studying ciphertext expansion, we show that the approach reduces communication overhead substantially, which is relevant for digital identity. We further discuss ciphertext expansion and its connection to homomorphic encryption."
1155,"number_theory","Number theory and combinatorics","We study Diophantine equations using analytic estimates. We measure prime gaps and show that our approach resolves a special case of a long-standing problem. These results have implications for computational number theory."
1156,"epidemiology","Epidemiology and public health","We revisit mental-health service use through the lens of Bayesian hierarchical models. Studying years of life lost, we show that the approach identifies groups at elevated risk, which is relevant for health-policy evaluation. We further discuss incidence rates and its connection to vaccine effectiveness."
1157,"genomics","Genomics and molecular biology","Understanding gene regulatory networks remains challenging. Using genome-wide association mapping, we analyse regulatory element activity and observe that the model implicates specific pathways in progression, motivating further work in immunotherapy design."
